id	institution	display	n_candidates	best_kind	best_conf	best_host	best_url	last_error
clat_331	basel universitätsbibliothek	Basel, Universitätsbibliothek, N I 2 no. 31	1	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Basel%2C+Universit%C3%A4tsbibliothek%2C+N+I+2+no.+31	
BERLIN_SBPK_PHILLIPPS_1831_COD	berlin staatsbibliothek - preußischer kulturbesitz	Berlin, Staatsbibliothek - Preußischer Kulturbesitz, Phillipps 1831	2	catalogue_or_other	medium	digital.staatsbibliothek-berlin.de	https://digital.staatsbibliothek-berlin.de/werkansicht/?PPN=PPN797388990	
clat_37	berlin staatsbibliothek zu berlin - preußischer kulturbesitz	Berlin, Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, 1869	4	catalogue_or_other	medium	bibliotheca-laureshamensis-digital.de	https://bibliotheca-laureshamensis-digital.de/view/sbb-pk_msphillipps1869	
clat_39	bern burgerbibliothek	Bern, Burgerbibliothek, 129	1	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+129	
clat_333	bern burgerbibliothek	Bern, Burgerbibliothek, 250	4	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+250	
clat_40	bern burgerbibliothek	Bern, Burgerbibliothek, 265	4	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+265	
clat_334	bern burgerbibliothek	Bern, Burgerbibliothek, 299	3	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+299	
clat_335	bern burgerbibliothek	Bern, Burgerbibliothek, 306	4	archive_org	low	archive.org	https://archive.org/details/bub_gb_zgoIAAAAIAAJ	
clat_336	bern burgerbibliothek	Bern, Burgerbibliothek, 330	4	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+330	
clat_338	bern burgerbibliothek	Bern, Burgerbibliothek, 336	1	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+336	
clat_337	bern burgerbibliothek	Bern, Burgerbibliothek, 357	4	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+357	
clat_339	bern burgerbibliothek	Bern, Burgerbibliothek, 410	3	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+410	
clat_42	bern burgerbibliothek	Bern, Burgerbibliothek, 417	3	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+417	
BERN_BB_441_COD	bern burgerbibliothek	Bern, Burgerbibliothek, 441	3	archive_org	low	archive.org	https://archive.org/details/bub_gb_gAhVAAAAcAAJ	
clat_281	bern burgerbibliothek	Bern, Burgerbibliothek, 645	1	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+645	
clat_38	bern burgerbibliothek	Bern, Burgerbibliothek, 83	5	archive_org	low	archive.org	https://archive.org/details/bub_gb_M45GAQAAIAAJ	
clat_282	bern burgerbibliothek	Bern, Burgerbibliothek, A 92	4	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+A+92	
BERN_BB_AA_90_16_COD	bern burgerbibliothek	Bern, Burgerbibliothek, AA 90.16	2	catalogue_search	low	www.e-codices.unifr.ch	https://www.e-codices.unifr.ch/en/search/all?query=Bern%2C+Burgerbibliothek%2C+AA+90.16	
clat_44	besançon bibliothèque municipale	Besançon, Bibliothèque Municipale, 186	1	catalogue_or_other	medium	memoirevive.besancon.fr	https://memoirevive.besancon.fr/ark:/48565/fl7xr2js3k6d/e5737117-226e-4069-999f-ea1fc7760b9b	
bl_royal_13_a_xi	bl royal 13 a xi	bl royal 13 a xi	8	archive_org	low	archive.org	https://archive.org/details/ExtrasensoryPerceptionResearchFinding	
bnf_lat_4860_cod	bnf lat 4860 cod	bnf lat 4860 cod	1	catalogue_api	low	gallica.bnf.fr	https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&version=1.2&query=%28gallica%20all%20%22Latin%204860%22%29&maximumRecords=5	
bnf_lat_7418	bnf lat 7418	bnf lat 7418	1	catalogue_api	low	gallica.bnf.fr	https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&version=1.2&query=%28gallica%20all%20%22Latin%207418%22%29&maximumRecords=5	
clat_286	brussels koninklijke bibliotheek albert i	Brussels, Koninklijke Bibliotheek Albert I, 10127-44	1	catalogue_or_other	medium	uurl.kbr.be	https://uurl.kbr.be/1559700	
clat_48	brussels koninklijke bibliotheek albert i	Brussels, Koninklijke Bibliotheek Albert I, 2194-95	1	catalogue_or_other	medium	uurl.kbr.be	https://uurl.kbr.be/1782777	
clat_49	brussels koninklijke bibliotheek albert i	Brussels, Koninklijke Bibliotheek Albert I, 5413-22	1	catalogue_or_other	medium	uurl.kbr.be	https://uurl.kbr.be/1449095	
